ENSEMBL,SYMBOL
36452,ENSG00000239699,HNRNPA3P8
36453,ENSG00000239701,RPL37P20
36454,ENSG00000239702,RN7SL507P
36455,ENSG00000239703,RN7SL568P
36456,ENSG00000239704,CDRT4
36459,ENSG00000239708,RN7SL782P
36460,ENSG00000239710,RN7SL692P
36461,ENSG00000239713,APOBEC3G
36462,ENSG00000239715,LOC105375115
36464,ENSG00000239718,HLTF-AS1
36466,ENSG00000239722,IMP3P2
36467,ENSG00000239726,RN7SL688P
36468,ENSG00000239731,RN7SL825P
36469,ENSG00000239732,TLR9
36472,ENSG00000239742,RN7SL672P
36473,ENSG00000239744,RN7SL63P
36474,ENSG00000239745,RN7SL790P
36475,ENSG00000239748,RN7SL795P
36481,ENSG00000239779,WBP1
36482,ENSG00000239780,RPLP0P11
36484,ENSG00000239789,MRPS17
36488,ENSG00000239794,RN7SL653P
36489,ENSG00000239797,RPL21P39
36490,ENSG00000239799,ITIH4-AS1
36494,ENSG00000239808,RN7SL255P
36496,ENSG00000239810,PRAMEF11
36497,ENSG00000239819,IGKV1D-8
36498,ENSG00000239820,RN7SL213P
36499,ENSG00000239821,RN7SL513P
36500,ENSG00000239822,RN7SL754P
36502,ENSG00000239825,RN7SL549P
36503,ENSG00000239827,SUGT1P3
36505,ENSG00000239829,KRT8P25
36506,ENSG00000239830,RPS4XP22
36508,ENSG00000239835,LOC100129707
36509,ENSG00000239839,DEFA3
36510,ENSG00000239840,RPL23AP72
36511,ENSG00000239855,IGKV1-6
36512,ENSG00000239856,RN7SL225P
36513,ENSG00000239857,GET4
36514,ENSG00000239861,RPL21P96
36515,ENSG00000239862,IGKV1-37
36516,ENSG00000239868,RN7SL34P
36517,ENSG00000239870,RPL21P55
36520,ENSG00000239877,IGSF11-AS1
36521,ENSG00000239880,RALBP1P1
36524,ENSG00000239884,RN7SL608P
36525,ENSG00000239886,KRTAP9-2
36526,ENSG00000239887,C1orf226
36527,ENSG00000239888,RN7SL792P
36530,ENSG00000239900,ADSL
36532,ENSG00000239908,RN7SL75P
36533,ENSG00000239910,RN7SL530P
36539,ENSG00000239921,LINC01471
36541,ENSG00000239923,RN7SL864P
36544,ENSG00000239930,RSPH1-DT
36545,ENSG00000239932,RN7SL606P
36546,ENSG00000239939,RPSAP34
36548,ENSG00000239942,RN7SL394P
36551,ENSG00000239946,ZBTB20-AS3
36552,ENSG00000239948,RN7SL368P
36553,ENSG00000239951,IGKV3-20
36554,ENSG00000239953,RN7SL273P
36555,ENSG00000239958,RN7SL51P
36556,ENSG00000239959,ENPP7P2
36557,ENSG00000239961,LILRA4
36558,ENSG00000239964,RN7SL748P
36561,ENSG00000239975,IGKV1D-33
36563,ENSG00000239981,OR2A15P
36564,ENSG00000239983,RPL31P31
36565,ENSG00000239984,RN7SL420P
36568,ENSG00000239988,RPL31P60
36571,ENSG00000239992,TRBVA
36574,ENSG00000239997,FCF1P3
36575,ENSG00000239998,LILRA2
36577,ENSG00000240003,RPL7P24
36579,ENSG00000240006,LINC02004
36580,ENSG00000240012,SLC9A9-AS1
36581,ENSG00000240014,RN7SL254P
36583,ENSG00000240021,TEX35
36584,ENSG00000240023,RPLP0P3
36585,ENSG00000240024,LINC00888
36587,ENSG00000240031,OR9A3P
36588,ENSG00000240032,LNCSRLR
36590,ENSG00000240034,MTND6P6
36592,ENSG00000240038,AMY2B
36594,ENSG00000240041,IGHJ4
36595,ENSG00000240043,RPS27P26
36596,ENSG00000240045,STRIT1
36597,ENSG00000240047,RPS3AP32
36600,ENSG00000240051,RPL23AP10
36602,ENSG00000240053,LY6G5B
36604,ENSG00000240057,NEPRO-AS1
36607,ENSG00000240065,PSMB9
36608,ENSG00000240068,RPL21P42
36609,ENSG00000240069,GPAA1P1
36610,ENSG00000240074,RPL9P30
36611,ENSG00000240083,RPS3AP22
36612,ENSG00000240084,MTND4LP10
36613,ENSG00000240086,LOC102724019
36614,ENSG00000240087,RPSAP12
36615,ENSG00000240089,BMS1P3
36618,ENSG00000240096,RPL18AP1
36620,ENSG00000240098,RN7SL351P
36621,ENSG00000240100,RPL36P15
36623,ENSG00000240106,RN7SL146P
36625,ENSG00000240108,NCOR1P1
36626,ENSG00000240116,RN7SL303P
36629,ENSG00000240125,RPL23AP75
36630,ENSG00000240128,KRT18P43
36633,ENSG00000240135,PSMD12P1
36634,ENSG00000240137,ERICH6-AS1
36635,ENSG00000240138,EEF1GP4
36637,ENSG00000240151,RN7SL826P
36638,ENSG00000240152,LINC02271
36640,ENSG00000240159,RPL6P16
36641,ENSG00000240160,RN7SL263P
36643,ENSG00000240167,RPS7P7
36644,ENSG00000240173,RN7SL771P
36645,ENSG00000240174,RPL9P22
36646,ENSG00000240175,MAGI1-AS1
36647,ENSG00000240179,RPL26P3
36649,ENSG00000240183,RN7SL297P
36650,ENSG00000240184,PCDHGC3
36651,ENSG00000240186,RN7SL633P
36652,ENSG00000240189,RN7SL621P
36653,ENSG00000240194,CYMP
36655,ENSG00000240198,ARHGEF3-AS1
36656,ENSG00000240199,RN7SL520P
36657,ENSG00000240201,RPS6P24
36658,ENSG00000240202,RN7SL223P
36659,ENSG00000240203,RN7SL567P
36660,ENSG00000240204,SMKR1
36661,ENSG00000240205,RN7SL865P
36663,ENSG00000240210,RPL7AP5
36665,ENSG00000240215,TRBV25OR9-2
36669,ENSG00000240225,ZNF542P
36670,ENSG00000240230,COX19
36672,ENSG00000240233,RN7SL587P
36673,ENSG00000240235,RN7SL794P
36674,ENSG00000240236,HNRNPA1P23
36675,ENSG00000240237,RPL21P78
36676,ENSG00000240238,RPL21P117
36681,ENSG00000240247,DEFA1B
36682,ENSG00000240250,RN7SL541P
36684,ENSG00000240254,B4GALT4-AS1
36685,ENSG00000240255,PSMC1P6
36687,ENSG00000240268,MOXD2P
36688,ENSG00000240270,RPL12P37
36690,ENSG00000240280,TCAM1P
36693,ENSG00000240288,GHRLOS
36696,ENSG00000240294,RN7SKP241
36697,ENSG00000240296,LOC100420187
36699,ENSG00000240299,RN7SL187P
36700,ENSG00000240302,RN7SL717P
36701,ENSG00000240303,ACAD11
36702,ENSG00000240305,RPL6P26
36703,ENSG00000240306,RN7SL100P
36704,ENSG00000240309,MTCO1P6
36705,ENSG00000240311,RPL18P12
36706,ENSG00000240317,RN7SL764P
36707,ENSG00000240320,RPS29P27
36708,ENSG00000240322,RN7SL481P
36709,ENSG00000240327,RN7SL93P
36711,ENSG00000240338,LOC100506281
36713,ENSG00000240342,RPS2P5
36714,ENSG00000240344,PPIL3
36715,ENSG00000240347,RN7SL35P
36722,ENSG00000240364,RPL31P59
36723,ENSG00000240366,RPL36AP45
36724,ENSG00000240370,RPL13P5
36725,ENSG00000240371,RPS4XP13
36727,ENSG00000240374,RN7SL503P
36729,ENSG00000240376,RPS8P8
36730,ENSG00000240382,IGKV1-17
36731,ENSG00000240385,RPS29P20
36732,ENSG00000240386,LCE1F
36733,ENSG00000240388,RPS18P7
36734,ENSG00000240392,RPL9P3
36735,ENSG00000240393,LOC100421670
36736,ENSG00000240395,RPL5P23
36739,ENSG00000240403,KIR3DL2
36741,ENSG00000240405,SAMMSON
36742,ENSG00000240409,MTATP8P1
36743,ENSG00000240411,RPL5P16
36746,ENSG00000240418,RPS2P51
36748,ENSG00000240423,LINC00636
36749,ENSG00000240424,RPL19P17
36750,ENSG00000240426,RPL36AP18
36753,ENSG00000240432,KRTAP13-3
36755,ENSG00000240436,RPL35AP14
36756,ENSG00000240438,OFD1P5Y
36757,ENSG00000240439,RN7SL91P
36759,ENSG00000240441,RPL17P38
36760,ENSG00000240443,RPS10P20
36761,ENSG00000240445,FOXO3B
36763,ENSG00000240450,CSPG4P1Y
36764,ENSG00000240452,MTCO1P29
36767,ENSG00000240457,RN7SL472P
36771,ENSG00000240470,RN7SL346P
36773,ENSG00000240474,RN7SL116P
36774,ENSG00000240476,LOC105374003
36777,ENSG00000240480,RPL29P2
36778,ENSG00000240481,RN7SL38P
36779,ENSG00000240484,RPL31P6
36780,ENSG00000240486,RPL23AP54
36781,ENSG00000240487,ATOSBP1
36784,ENSG00000240494,RPS12P28
36786,ENSG00000240498,CDKN2B-AS1
36788,ENSG00000240502,RN7SL837P
36789,ENSG00000240505,TNFRSF13B
36790,ENSG00000240509,RPL34P18
36791,ENSG00000240511,MED28P2
36793,ENSG00000240518,RPL36P11
36794,ENSG00000240519,RPLP1P9
36797,ENSG00000240522,RPL7AP10
36800,ENSG00000240531,RPL21P123
36801,ENSG00000240533,RN7SL69P
36802,ENSG00000240534,RPL34P17
36804,ENSG00000240540,RPL3P9
36805,ENSG00000240541,TM4SF1-AS1
36806,ENSG00000240542,KRTAP9-1
36807,ENSG00000240545,RN7SL492P
36808,ENSG00000240549,THOC7-AS1
36810,ENSG00000240554,RPL7AP58
36812,ENSG00000240563,L1TD1
36814,ENSG00000240567,LINC02067
36819,ENSG00000240577,RN7SL445P
36820,ENSG00000240578,TRBV22-1
36822,ENSG00000240583,AQP1
36823,ENSG00000240584,RN7SL547P
36824,ENSG00000240589,RN7SL258P
36825,ENSG00000240590,RPSAP48
36827,ENSG00000240596,KCNAB1-AS2
36828,ENSG00000240601,RPL9P15
36829,ENSG00000240602,AADACP1
36830,ENSG00000240606,RN7SL564P
36831,ENSG00000240611,RPL6P15
36832,ENSG00000240613,RN7SL98P
36833,ENSG00000240616,RPS6P25
36836,ENSG00000240624,RPL17P4
36837,ENSG00000240625,RN7SL403P
36838,ENSG00000240626,RN7SL150P
36839,ENSG00000240627,RPS10P12
36840,ENSG00000240631,RPL30P12
36841,ENSG00000240632,SPATA31D5P
36843,ENSG00000240637,RN7SL808P
36844,ENSG00000240639,RN7SL666P
36845,ENSG00000240641,RN7SL580P
36846,ENSG00000240647,RN7SL305P
36847,ENSG00000240651,SEPTIN7P4
36849,ENSG00000240654,C1QTNF9
36851,ENSG00000240663,RN7SL310P
36852,ENSG00000240665,LSP1P2
36855,ENSG00000240668,KRT8P36
36856,ENSG00000240669,RPS14P6
36857,ENSG00000240671,IGKV1-8
36859,ENSG00000240674,RPL21P51
36861,ENSG00000240680,H4P1
36862,ENSG00000240682,ISY1
36864,ENSG00000240692,RN7SL538P
36865,ENSG00000240694,PNMA2
36867,ENSG00000240698,RPS2P39
36869,ENSG00000240707,LINC01168
36872,ENSG00000240713,RN7SL860P
36873,ENSG00000240718,RN7SL851P
36874,ENSG00000240720,LRRD1
36875,ENSG00000240721,RPS4XP15
36876,ENSG00000240723,RN7SL382P
36877,ENSG00000240724,RPS12P15
36878,ENSG00000240729,RPL21P60
36880,ENSG00000240733,RN7SL502P
36881,ENSG00000240738,RPL6P22
36882,ENSG00000240739,RPS20P28
36883,ENSG00000240747,KRBOX1
36884,ENSG00000240750,RN7SL559P
36886,ENSG00000240752,RPS12P6
36890,ENSG00000240760,RPL31P56
36892,ENSG00000240764,PCDHGC5
36894,ENSG00000240767,RN7SL288P
36895,ENSG00000240770,C21orf91-OT1
36896,ENSG00000240771,ARHGEF25
36897,ENSG00000240772,RN7SL776P
36899,ENSG00000240775,RPS26P23
36900,ENSG00000240776,RPS10P4
36902,ENSG00000240785,RPL36AP21
36904,ENSG00000240790,SND1-DT
36905,ENSG00000240791,MTND4LP7
36908,ENSG00000240796,MTND2P14
36911,ENSG00000240803,RN7SL231P
36913,ENSG00000240808,RPL34P24
36914,ENSG00000240809,CAP1P1
36916,ENSG00000240821,RPL9P25
36917,ENSG00000240823,RN7SL23P
36918,ENSG00000240824,MTND3P7
36919,ENSG00000240827,RPL19P7
36920,ENSG00000240828,RPL21P4
36921,ENSG00000240837,RN7SL77P
36923,ENSG00000240846,RPS15P9
36924,ENSG00000240847,RN7SL497P
36925,ENSG00000240849,PEDS1
36926,ENSG00000240853,RN7SL328P
36927,ENSG00000240854,PSMC2P1
36928,ENSG00000240857,RDH14
36929,ENSG00000240859,LINC03014
36930,ENSG00000240861,RPS10P23
36931,ENSG00000240863,RN7SL645P
36932,ENSG00000240864,IGKV1-16
36935,ENSG00000240870,RPL19P14
36936,ENSG00000240871,KRTAP4-7
36937,ENSG00000240873,RPS29P22
36938,ENSG00000240874,RPS13P7
36939,ENSG00000240875,LINC00886
36940,ENSG00000240877,RN7SL521P
36941,ENSG00000240881,RPS2P38
36942,ENSG00000240882,LOC442087
36944,ENSG00000240889,NDUFB2-AS1
36945,ENSG00000240890,LOC100130550
36946,ENSG00000240891,PLCXD2
36947,ENSG00000240893,LINC02042
36949,ENSG00000240898,RPL21P125
36950,ENSG00000240902,APOOP2
36951,ENSG00000240905,RN7SL798P
36952,ENSG00000240912,H2BP3
36956,ENSG00000240922,LSAMP-AS1
36957,ENSG00000240925,RPS20P31
36958,ENSG00000240927,RN7SL209P
36961,ENSG00000240935,PLGLA
36962,ENSG00000240936,RN7SL554P
36963,ENSG00000240940,RN7SL591P
36964,ENSG00000240950,RPL8P3
36965,ENSG00000240951,MTCO2P6
36966,ENSG00000240954,RPL4P1
36969,ENSG00000240961,RN7SL415P
36971,ENSG00000240964,RN7SL751P
36972,ENSG00000240966,RN7SL681P
36974,ENSG00000240972,MIF
36975,ENSG00000240973,LOC100506489
36977,ENSG00000240975,RPL18P8
36978,ENSG00000240977,RN7SL283P
36981,ENSG00000240983,RPS21P6
36982,ENSG00000240990,HOXA11-AS
36983,ENSG00000240991,RPL23AP67
36985,ENSG00000240993,RN7SL459P
36988,ENSG00000240997,RN7SL183P
36989,ENSG00000241002,RPL32P13
36990,ENSG00000241003,RPS15AP26
36991,ENSG00000241007,SEPTIN7P6
36992,ENSG00000241008,RPL7AP55
36993,ENSG00000241011,FAUP3
36994,ENSG00000241014,GPR199P
36995,ENSG00000241015,TPM3P9
36996,ENSG00000241018,RCC2P5
36997,ENSG00000241020,RPL32P24
37001,ENSG00000241032,RN7SL709P
37003,ENSG00000241037,RN7SL335P
37006,ENSG00000241045,RPL7P43
37008,ENSG00000241052,RPL23AP70
37011,ENSG00000241058,NSUN6
37013,ENSG00000241061,RPL5P1
37014,ENSG00000241064,RN7SL110P
37018,ENSG00000241074,RN7SL813P
37019,ENSG00000241081,RPL22P2
37020,ENSG00000241082,RN7SL259P
37022,ENSG00000241088,RPL17P44
37024,ENSG00000241097,RPL36AP38
37025,ENSG00000241098,LINC01994
37029,ENSG00000241104,LOC284344
37030,ENSG00000241105,RPL13P11
37031,ENSG00000241106,HLA-DOB
37032,ENSG00000241111,PRICKLE2-AS1
37035,ENSG00000241119,UGT1A9
37036,ENSG00000241120,HMGN1P8
37037,ENSG00000241123,KRTAP10-5
37038,ENSG00000241127,YAE1
37039,ENSG00000241128,OR14A2
37040,ENSG00000241129,RPL22P19
37041,ENSG00000241130,RPL32P30
37042,ENSG00000241131,LINC02032
37047,ENSG00000241144,RN7SL728P
37049,ENSG00000241149,ZNF722
37051,ENSG00000241152,RN7SL720P
37052,ENSG00000241155,ARHGAP31-AS1
37053,ENSG00000241156,RN7SL582P
37054,ENSG00000241157,RPL32P32
37055,ENSG00000241158,ADAMTS9-AS1
37056,ENSG00000241159,RN7SL160P
37058,ENSG00000241163,LINC00877
37062,ENSG00000241172,RN7SL70P
37063,ENSG00000241174,RN7SL570P
37064,ENSG00000241175,RN7SL494P
37065,ENSG00000241179,RPL34P13
37067,ENSG00000241183,RPS10P24
37069,ENSG00000241186,TDGF1
37070,ENSG00000241187,RPL21P57
37071,ENSG00000241188,RN7SL165P
37072,ENSG00000241198,RN7SL191P
37075,ENSG00000241203,HMGN2P26
37076,ENSG00000241204,RPS18P11
37077,ENSG00000241207,LOC100420551
37079,ENSG00000241213,LINC02024
37080,ENSG00000241216,SNAPC5P1
37081,ENSG00000241217,RN7SL809P
37082,ENSG00000241218,CSP2
37085,ENSG00000241221,MTND4LP17
37086,ENSG00000241223,RN7SL39P
37087,ENSG00000241224,C3orf85
37088,ENSG00000241225,NMTRS-TGA3-1
37089,ENSG00000241226,RN7SL836P
37090,ENSG00000241227,RN7SL553P
37092,ENSG00000241229,RN7SL443P
37093,ENSG00000241230,RN7SL801P
37095,ENSG00000241233,KRTAP5-8
37096,ENSG00000241241,KRTAP4-16
37097,ENSG00000241243,RN7SL629P
37098,ENSG00000241244,IGKV1D-16
37099,ENSG00000241246,RN7SL302P
37100,ENSG00000241248,RN7SL727P
37101,ENSG00000241250,RPL17P20
37102,ENSG00000241251,RPL21P101
37105,ENSG00000241258,CRCP
37106,ENSG00000241261,RPL17P19
37108,ENSG00000241278,ENPP7P4
37110,ENSG00000241281,RPL31P26
37113,ENSG00000241288,LINC02614
37114,ENSG00000241291,RN7SL791P
37115,ENSG00000241293,PPATP1
37116,ENSG00000241294,IGKV2-24
37119,ENSG00000241307,RPL7AP24
37120,ENSG00000241313,WWTR1-AS1
37121,ENSG00000241316,SUCLG2-DT
37124,ENSG00000241319,SETP6
37125,ENSG00000241322,FBXW10B
37128,ENSG00000241328,LINC02070
37129,ENSG00000241333,RN7SL385P
37131,ENSG00000241336,LINC01487
37132,ENSG00000241343,RPL36A
37133,ENSG00000241344,RPL21P47
37134,ENSG00000241345,LOC105375483
37135,ENSG00000241346,SNRPCP11
37136,ENSG00000241347,RN7SL466P
37138,ENSG00000241351,IGKV3-11
37139,ENSG00000241352,RPS6P1
37141,ENSG00000241354,RPS15AP4
37142,ENSG00000241356,OR5G3
37145,ENSG00000241359,SYNPR-AS1
37146,ENSG00000241360,PDXP
37147,ENSG00000241361,SLC25A24P1
37150,ENSG00000241369,LINC01192
37151,ENSG00000241370,RPP21
37152,ENSG00000241370,TRIM39-RPP21
37155,ENSG00000241388,HNF1A-AS1
37156,ENSG00000241391,RN7SL234P
37157,ENSG00000241392,RN7SL205P
37158,ENSG00000241395,RN7SL344P
37160,ENSG00000241399,CD302
37161,ENSG00000241400,RPL31P21
37162,ENSG00000241404,EGFL8
37163,ENSG00000241406,RN7SL515P
37166,ENSG00000241413,RN7SL441P
37169,ENSG00000241420,RN7SL505P
37170,ENSG00000241423,RPL21P103
37171,ENSG00000241429,EEF1A1P25
37172,ENSG00000241431,RPL37P6
37177,ENSG00000241451,RPS27P22
37180,ENSG00000241458,RPL7P19
37181,ENSG00000241461,RN7SL182P
37184,ENSG00000241468,ATP5MF
37185,ENSG00000241469,LINC00635
37186,ENSG00000241472,PTPRG-AS1
37189,ENSG00000241476,SSX2
37191,ENSG00000241479,MECOM-AS1
37192,ENSG00000241484,ARHGAP8
37193,ENSG00000241487,RN7SL586P
37197,ENSG00000241494,RPL26P4
37200,ENSG00000241506,PSMC1P1
37201,ENSG00000241511,RPS15AP24
37203,ENSG00000241524,RN7SL632P
37204,ENSG00000241525,LOC105371430
37206,ENSG00000241527,CA15P1
37210,ENSG00000241537,LOC124906201
37212,ENSG00000241542,RN7SL369P
37213,ENSG00000241544,LINC02029
37216,ENSG00000241549,GUSBP2
37217,ENSG00000241550,RN7SL41P
37218,ENSG00000241552,RN7SL58P
37219,ENSG00000241553,ARPC4
37221,ENSG00000241560,ZBTB20-AS1
37222,ENSG00000241562,RPL7P5
37223,ENSG00000241563,CORT
37224,ENSG00000241566,IGKV2D-24
37225,ENSG00000241568,RN7SL338P
37226,ENSG00000241570,PAQR9-AS1
37227,ENSG00000241571,ATP5F1AP7
37231,ENSG00000241582,RPL23AP8
37232,ENSG00000241587,RN7SL482P
37233,ENSG00000241588,RN7SL484P
37234,ENSG00000241590,RPL17P37
37237,ENSG00000241595,KRTAP9-4
37239,ENSG00000241597,RPS9P3
37240,ENSG00000241598,KRTAP5-4
37242,ENSG00000241604,RN7SL340P
37244,ENSG00000241612,RPL21P46
37245,ENSG00000241613,RN7SL618P
37248,ENSG00000241625,RN7SL18P
37250,ENSG00000241631,RN7SL316P
37251,ENSG00000241634,RPL13P8
37252,ENSG00000241635,UGT1A1
37256,ENSG00000241644,INMT
37257,ENSG00000241648,CADM2-AS2
37259,ENSG00000241652,RN7SL253P
37260,ENSG00000241654,RPL19P18
37262,ENSG00000241657,TRBV11-2
37264,ENSG00000241665,RN7SL418P
37267,ENSG00000241668,RPL19P11
37268,ENSG00000241669,LINC01327
37270,ENSG00000241671,LOC100418712
37272,ENSG00000241678,RPL21P94
37274,ENSG00000241680,RPL31P49
37275,ENSG00000241684,ADAMTS9-AS2
37276,ENSG00000241685,ARPC1A
37278,ENSG00000241693,RN7SL704P
37280,ENSG00000241696,LINC02053
37281,ENSG00000241697,TMEFF1
37282,ENSG00000241709,RN7SL265P
37283,ENSG00000241717,VWFP1
37286,ENSG00000241722,RPL36AP23
37289,ENSG00000241735,FABP5P3
37292,ENSG00000241739,RPL21P56
37293,ENSG00000241741,RPL7AP30
37295,ENSG00000241744,RPS6P19
37296,ENSG00000241745,RN7SL788P
37297,ENSG00000241746,RPL13AP18
37298,ENSG00000241749,RPSAP52
37300,ENSG00000241755,IGKV1-9
37301,ENSG00000241756,RN7SL83P
37302,ENSG00000241757,RN7SL714P
37303,ENSG00000241764,CBLL1-AS1
37304,ENSG00000241765,RPS26P45
37305,ENSG00000241767,LINC01324
37306,ENSG00000241769,EOLA1-DT
37310,ENSG00000241776,LOC100130326
37314,ENSG00000241782,RPL21P95
37315,ENSG00000241785,RN7SL390P
37316,ENSG00000241787,MTND4P16
37318,ENSG00000241789,RN7SL504P
37320,ENSG00000241791,RN7SL817P
37322,ENSG00000241794,SPRR2A
37323,ENSG00000241804,LOC100421672
37324,ENSG00000241807,RN7SL319P
37325,ENSG00000241808,RPS15AP34
37326,ENSG00000241809,RPL17P21
37329,ENSG00000241818,SCG5-AS1
37330,ENSG00000241821,RN7SL170P
37332,ENSG00000241828,RPS20P29
37333,ENSG00000241829,RPL21P54
37334,ENSG00000241832,CECR3
37335,ENSG00000241834,RN7SL149P
37336,ENSG00000241837,ATP5PO
37338,ENSG00000241839,PLEKHO2
37340,ENSG00000241852,C8orf58
37341,ENSG00000241853,RPL31P24
37344,ENSG00000241861,GAPDHP50
37345,ENSG00000241866,RN7SL401P
37346,ENSG00000241868,RN7SL434P
37347,ENSG00000241869,RN7SL363P
37348,ENSG00000241870,RPL13P10
37349,ENSG00000241874,TOMM22P6
37350,ENSG00000241877,RPL19P8
37351,ENSG00000241878,PISD
37359,ENSG00000241890,RPL13P4
37360,ENSG00000241891,RPL9P6
37361,ENSG00000241899,TPT1P3
37362,ENSG00000241905,NDUFS6P1
37364,ENSG00000241911,TRBVB
37367,ENSG00000241917,RPL9P24
37369,ENSG00000241923,RPL14P3
37370,ENSG00000241926,MTCO1P55
37373,ENSG00000241933,DENND6A-DT
37374,ENSG00000241935,HOGA1
37375,ENSG00000241939,RN7SL517P
37376,ENSG00000241941,RPL32P26
37377,ENSG00000241942,RPS20P20
37378,ENSG00000241943,RN7SL188P
37379,ENSG00000241945,PWP2
37384,ENSG00000241956,LOC102546299
37385,ENSG00000241959,RN7SL76P
37386,ENSG00000241961,RPL17P31
37388,ENSG00000241963,RN7SL655P
37389,ENSG00000241964,RN7SL135P
37391,ENSG00000241973,PI4KA
37394,ENSG00000241981,RPL21P49
37395,ENSG00000241983,RN7SL566P
37400,ENSG00000241992,RN7SL831P
37402,ENSG00000241997,RN7SL323P
37406,ENSG00000242014,RN7SL26P
37408,ENSG00000242019,KIR3DL3
37409,ENSG00000242020,RN7SL68P
37411,ENSG00000242028,HYPK
37414,ENSG00000242036,LOC107986039
37416,ENSG00000242042,LINC01743
37417,ENSG00000242048,PRKAG2-AS2
37418,ENSG00000242049,DNAJB8-AS1
37419,ENSG00000242052,RPL10P7
37420,ENSG00000242058,RPS4XP19
37421,ENSG00000242060,RPS3AP49
37422,ENSG00000242061,RPL26P2
37424,ENSG00000242065,RN7SL291P
37425,ENSG00000242066,RN7SL214P
37426,ENSG00000242067,RPL9P28
37428,ENSG00000242070,NPM1P17
37429,ENSG00000242071,RPL7AP6
37432,ENSG00000242076,IGKV1-33
37434,ENSG00000242079,RN7SL318P
37435,ENSG00000242080,RPL36AP20
37436,ENSG00000242082,SLC5A4-AS1
37437,ENSG00000242083,RPL7AP31
37438,ENSG00000242085,RPS20P33
37439,ENSG00000242086,SDHAP2
37440,ENSG00000242087,RPL36AP41
37444,ENSG00000242100,RPL9P32
37445,ENSG00000242101,RN7SL416P
37446,ENSG00000242102,RN7SL152P
37447,ENSG00000242103,LOC100422044
37450,ENSG00000242109,NPM1P23
37451,ENSG00000242110,AMACR
37453,ENSG00000242113,RN7SL124P
37454,ENSG00000242114,MTFP1
37455,ENSG00000242118,RN7SL201P
37457,ENSG00000242120,MDFIC2
37458,ENSG00000242121,RN7SL267P
37459,ENSG00000242123,RPL36AP47
37460,ENSG00000242125,SNHG3
37461,ENSG00000242134,RPL5P13
37462,ENSG00000242135,RPL17P2
37464,ENSG00000242137,RPL11P5
37468,ENSG00000242147,LINC02677
37469,ENSG00000242147,LASTR
37473,ENSG00000242153,TTTY9A
37474,ENSG00000242153,OFD1P6Y
37477,ENSG00000242158,RN7SL361P
37478,ENSG00000242159,ABCF2P1
37481,ENSG00000242165,RN7SL222P
37482,ENSG00000242169,RPL7AP27
37483,ENSG00000242170,RN7SL329P
37484,ENSG00000242173,ARHGDIG
37485,ENSG00000242175,RN7SL127P
37489,ENSG00000242182,RN7SL745P
37492,ENSG00000242193,CRYZL2P
37494,ENSG00000242197,RPL37P14
37496,ENSG00000242199,RPS26P22
37497,ENSG00000242201,RN7SL215P
37499,ENSG00000242207,HOXB-AS4
37500,ENSG00000242208,RPL5P29
37502,ENSG00000242214,MTND3P6
37503,ENSG00000242216,RN7SL97P
37504,ENSG00000242220,TCP10L
37505,ENSG00000242221,PSG2
37507,ENSG00000242229,RPS3AP14
37508,ENSG00000242236,RN7SL594P
37509,ENSG00000242241,RN7SL306P
37513,ENSG00000242247,ARFGAP3
37514,ENSG00000242248,RPL7AP57
37515,ENSG00000242251,RN7SL20P
37516,ENSG00000242252,BGLAP
37518,ENSG00000242256,RN7SL57P
37519,ENSG00000242258,LINC00996
37520,ENSG00000242259,C22orf39
37521,ENSG00000242261,LOC100418961
37523,ENSG00000242265,PEG10
37524,ENSG00000242266,RN7SL456P
37526,ENSG00000242268,LINC02082
37528,ENSG00000242276,RPL5P3
37529,ENSG00000242278,RPS3AP48
37530,ENSG00000242279,RPL7AP54
37531,ENSG00000242280,SLC16A1P1
37532,ENSG00000242281,RN7SL159P
37535,ENSG00000242288,BMS1P4-AGAP5
37536,ENSG00000242290,ZBTB20-AS5
37537,ENSG00000242291,RPL36AP51
37540,ENSG00000242294,STAG3L5P
37541,ENSG00000242295,RPL31P55
37543,ENSG00000242299,RPS18P5
37547,ENSG00000242315,RN7SL685P
37549,ENSG00000242318,RPL21P48
37550,ENSG00000242320,RPL21P126
37551,ENSG00000242321,RPL23AP40
37553,ENSG00000242325,RPS12P31
37555,ENSG00000242327,RPS13P8
37556,ENSG00000242329,RPL37AP9
37557,ENSG00000242330,RN7SL683P
37560,ENSG00000242339,LINC02025
37561,ENSG00000242341,RN7SL646P
37562,ENSG00000242348,RN7SL561P
37567,ENSG00000242360,RN7SL272P
37568,ENSG00000242362,CT47A2
37569,ENSG00000242364,LOC111501764
37571,ENSG00000242366,UGT1A8
37572,ENSG00000242370,KCNAB1-AS1
37573,ENSG00000242371,IGKV1-39
37574,ENSG00000242372,EIF6
37576,ENSG00000242381,RN7SL741P
37577,ENSG00000242385,LINC00901
37579,ENSG00000242389,RBMY1E
37584,ENSG00000242398,RN7SL800P
37585,ENSG00000242399,RPS20P23
37586,ENSG00000242405,RPL21P100
37589,ENSG00000242412,DBIL5P2
37590,ENSG00000242417,RPL18P1
37591,ENSG00000242419,PCDHGC4
37592,ENSG00000242423,RPL12P36
37593,ENSG00000242428,CFAP20DC-AS1
37594,ENSG00000242430,RN7SL274P
37595,ENSG00000242431,RPL21P52
37596,ENSG00000242435,UPK3BP1
